,Key,Function
6065,0915,worrying
6066,0914,conditionality
6067,0914,informing
6068,0914,purpose
6069,0913,decribing people and places
6070,0912,expressing opinions
6071,0912,expressing purpose
6073,0911,ordering food
6074,0910,informing
6075,0909,asking for directions
6076,0909,asking questions
6078,0908,teaching
6079,0908,decribing people and places
6080,0907,complaining
6081,0906,addressing people
6082,0906,expressing time
6083,0905,expressing satisfaction
6085,0904,expressing time
6086,0903,teaching
6087,0903,expressing satisfaction
6088,0902,decribing people and places
6090,0901,complaining
6091,0901,expressing disappointment
6093,0900,expressing purpose
6094,0899,decribing people and places
6095,0898,initiating a conversation
6097,0897,complaining
6098,0897,expressing opinions
6099,0896,expressing satisfaction
6100,0895,expressing disappointment
6102,0894,teaching
6103,0893,comparing
6104,0892,declining
6105,0892,persuading
6106,0891,asking questions
6108,0890,asking questions
6109,0889,initiating a conversation
6110,0888,asking questions
6111,0888,classifying
6112,0888,expressing opinions
6113,0887,choosing
6114,0887,suggesting
6116,0886,expressing opinions
6117,0886,telling a story
6118,0885,persuading
6119,0885,refusing
6120,0884,asking permission
6121,0884,possession
6123,0883,achievement
6124,0883,comparing
6125,0882,asking questions
6126,0882,choosing
6127,0882,expressing satisfaction
6128,0881,anger and annoyance
6129,0881,expressing disappointment
6130,0881,expressing purpose
6133,0879,expressing opinions
6134,0879,expressing purpose
6135,0878,informing
6136,0877,answering questions
6137,0877,expressing opinions
6139,0876,expressing opinions
6140,0875,ordering food
6141,0875,complaining
6142,0874,decribing people and places
6143,0874,expressing surprise
6144,0873,expressing opinions
6145,0872,asking questions
6146,0871,function|use
6147,0870,asking questions
6148,0870,choosing
6149,0870,ordering food
6151,0869,expressing opinions
6152,0868,addressing people
6153,0868,introductions
6154,0867,classifying
6155,0867,informing
6157,0866,decribing people and places
6158,0866,expressing satisfaction
6159,0865,choosing
6160,0864,expressing time
6161,0864,asking questions
6162,0863,decribing people and places
6163,0863,cause and effect
6165,0862,apologizing
6166,0861,addition and conclusion
6167,0861,suggesting
6168,0860,scheduling
6169,0860,asking questions
6171,0859,comparing
6172,0858,cause and effect
6173,0858,worrying
6174,0857,choosing
6175,0856,expressing satisfaction
6176,0856,asking questions
6177,0855,informing
6179,0854,achievement
6180,0854,expressing opinions
6181,0853,giving examples
6182,0852,choosing
6183,0852,ordering food
6185,0851,expressing opinions
6186,0850,informing
6187,0849,asking questions
6189,0848,maintaining a conversation
6190,0848,expressing opinions
6192,0847,expressing surprise
6193,0846,choosing
6194,0846,giving advice
6196,0845,classifying
6197,0845,giving examples
6198,0844,asking questions
6199,0844,answering questions
6200,0843,adjusting a conversation
6201,0843,decribing people and places
6202,0843,expressing opinions
6203,0842,asking questions
6204,0842,expressing purpose
6205,0842,obligation
6206,0841,asking questions
6207,0841,comparing
6210,0839,declining
6211,0839,mathematics
6212,0838,cause and effect
6214,0837,expressing surprise
6215,0837,warning
6216,0836,asking questions
6217,0836,complaining
6218,0835,asking questions
6220,0834,expressing purpose
6222,0833,declining
6223,0833,expressing purpose
6224,0833,suggesting
6225,0832,persuading
6226,0831,addressing people
6227,0831,expressing surprise
6229,0830,decribing people and places
6230,0829,asking questions
6231,0829,persuading
6232,0828,declining
6233,0828,initiating a conversation
6234,0828,ending a conversation
6236,0827,expressing purpose
6238,0826,teaching
6239,0826,expressing satisfaction
6240,0825,asking questions
6241,0825,expressing purpose
6242,0824,expressing opinions
6243,0823,decribing people and places
6244,0822,classifying
6245,0822,expressing degree
6246,0822,expressing time
6247,0821,correcting
6248,0821,decribing people and places
6249,0821,initiating a conversation
6252,0820,expressing surprise
6253,0819,adjusting a conversation
6254,0819,expressing purpose
6255,0818,comparing
6256,0818,expressing opinions
6257,0817,asking questions
6258,0816,asking questions
6260,0815,addition and conclusion
6261,0814,expressing time
6264,0813,appreciating
6266,0812,choosing
6267,0812,asking questions
6268,0811,informing
6269,0811,ending a conversation
6270,0810,inviting
6272,0809,function|use
6273,0808,complaining
6274,0808,liking and disliking
6275,0807,teaching
6276,0806,anger and annoyance
6278,0805,expressing opinions
6280,0804,initiating a conversation
6281,0804,asking questions
6282,0803,complaining
6283,0803,decribing people and places
6284,0803,expressing disappointment
6286,0802,expressing opinions
6287,0801,informing
6288,0801,expressing time
6289,0801,thanking
6290,0800,addressing people
6291,0800,teaching
6293,0799,apologizing
6295,0798,expressing purpose
6296,0797,complaining
6297,0796,warning
6298,0795,expressing opinions
6300,0794,expressing opinions
6301,0794,comparing
6302,0793,expressing time
6304,0792,achievement
6305,0791,expressing disappointment
6306,0791,appreciating
6308,0790,expressing purpose
6309,0789,expressing opinions
6310,0789,worrying
6312,0787,informing
6313,0786,asking questions
6314,0786,apologizing
6316,0785,questions
6317,0785,expressing opinions
6320,0783,complaining
6321,0783,expressing disappointment
6322,0782,choosing
6324,0781,certainty
6325,0781,promising
6327,0779,ordering food
6329,0778,decribing people and places
6330,0778,maintaining a conversation
6331,0777,explaining
6333,0776,choosing
6334,0776,expressing disappointment
6335,0776,ending a conversation
6338,0774,expressing surprise
6340,0773,disagreeing
6341,0772,spatial relationships
6342,0771,complaining
6343,0771,physical quality
6344,0770,adjusting a conversation
6345,0770,asking questions
6346,0770,ending a conversation
6349,0768,comparing
6350,0768,concluding
6352,0767,appreciating
6353,0766,anger and annoyance
6354,0766,complaining
6355,0765,apologizing
6356,0765,asking questions
6358,0764,warning
6359,0764,worrying
6360,0763,complaining
6361,0763,ordering food
6362,0763,expressing surprise
6364,0762,expressing surprise
6365,0761,asking questions
6366,0761,choosing
6367,0761,suggesting
6368,0760,asking questions
6369,0760,thanking
6371,0759,appreciating
6372,0758,choosing
6373,0758,disagreeing
6374,0758,ordering food
6376,0757,anger and annoyance
6377,0756,thanking
6379,0755,anger and annoyance
6380,0755,complaining
6381,0755,ordering food
6382,0754,expressing degree
6383,0754,informing
6385,0753,decribing people and places
6386,0753,maintaining a conversation
6387,0753,expressing satisfaction
6388,0752,asking permission
6389,0751,telling a story
6391,0750,asking questions
6392,0750,requesting
6393,0749,adjusting a conversation
6394,0749,planning
6395,0748,adjusting a conversation
6396,0748,expressing time
6398,0747,ordering food
6401,0745,decribing people and places
6402,0745,maintaining a conversation
6403,0744,addressing people
6404,0744,requesting
6406,0743,complaining
6407,0743,decribing people and places
6408,0742,cause and effect
6410,0741,persuading
6411,0741,anger and annoyance
6412,0740,complaining
6413,0740,disagreeing
6415,0739,asking questions
6416,0738,cause and effect
6417,0738,anger and annoyance
6418,0737,addressing people
6419,0737,decribing people and places
6420,0736,complaining
6422,0735,expressing disappointment
6425,0734,telling a story
6426,0733,comparing
6427,0732,complaining
6428,0732,suggesting
6429,0731,greetings
6430,0730,choosing
6432,0729,comparing
6433,0729,informing
6434,0728,adjusting a conversation
6435,0728,correcting
6438,0727,informing
6439,0727,quantifying
6440,0726,achievement
6441,0725,informing
6442,0725,teaching
6444,0724,certainty
6445,0724,ordering food
6446,0723,anger and annoyance
6447,0723,worrying
6449,0722,cooking
6450,0721,asking questions
6451,0721,thanking
6453,0720,asking questions
6455,0719,cause and effect
6456,0719,worrying
6457,0718,cause and effect
6458,0717,asking questions
6459,0717,ordering food
6460,0716,anger and annoyance
6461,0716,informing
6463,0715,informing
6464,0714,disagreeing
6465,0714,liking and disliking
6466,0713,asking questions
6467,0713,decribing people and places
6468,0713,physical quality
6471,0712,expressing surprise
6472,0711,appreciating
6473,0711,decribing people and places
6475,0709,requesting
6477,0708,disagreeing
6478,0707,asking questions
6479,0707,expressing satisfaction
6481,0706,comparing
6482,0706,concluding
6483,0705,decribing people and places
6484,0705,informing
6485,0705,food
6486,0704,declining
6487,0704,persuading
6488,0704,thanking
6490,0703,comparing
6491,0703,classifying
6492,0702,addressing people
6493,0702,initiating a conversation
6494,0702,physical quality
6497,0701,expressing degree
6498,0701,informing
6499,0700,cause and effect
6500,0700,conditionality
6502,0699,anger and annoyance
6503,0699,expressing disappointment
6504,0699,ending a conversation
6505,0698,expressing satisfaction
6506,0697,adjusting a conversation
6507,0697,expressing satisfaction
6508,0697,initiating a conversation
6510,0696,addressing people
6511,0696,asking questions
6512,0696,initiating a conversation
6515,0694,comparing
6517,0693,cause and effect
6518,0693,decribing people and places
6520,0692,defining
6521,0692,giving examples
6522,0692,pronunciation
6523,0691,summarizing
6524,0690,expressing disappointment
6525,0690,initiating a conversation
6527,0689,expressing satisfaction
6528,0688,asking questions
6529,0688,persuading
6530,0688,worrying
6533,0687,addressing people
6534,0687,worrying
6535,0686,introductions
6536,0685,warning
6537,0684,cause and effect
6538,0684,physical quality
6539,0684,warning
6541,0683,adjusting a conversation
6542,0682,asking questions
6543,0682,expressing purpose
6544,0681,liking and disliking
6545,0680,describing
6547,0679,decribing people and places
6550,0678,appreciating
6551,0677,denying
6552,0677,ending a conversation
6554,0676,quantifying
6555,0676,asking questions
6556,0675,informing
6557,0674,appreciating
6558,0674,physical quality
6560,0673,asking questions
6561,0673,ordering food
6562,0672,informing
6563,0671,decribing people and places
6565,0670,appreciating
6566,0670,expressing satisfaction
6567,0670,worrying
6570,0669,expressing opinions
6571,0669,liking and disliking
6572,0668,expressing surprise
6574,0667,asking questions
6576,0666,correcting
6577,0666,suggesting
6578,0665,decribing people and places
6579,0665,expressing opinions
6580,0664,expressing purpose
6581,0664,persuading
6583,0663,declining
6584,0663,apologizing
6585,0662,describing
6586,0662,teaching
6588,0661,addressing people
6589,0661,asking questions
6590,0661,initiating a conversation
6591,0660,asking questions
6592,0659,comparing
6593,0659,complaining
6595,0658,achievement
6596,0658,addressing people
6597,0658,expressing purpose
6599,0656,certainty
6600,0656,expressing surprise
6602,0655,decribing people and places
6603,0655,physical quality
6605,0654,concluding
6606,0654,denying
6607,0654,decribing people and places
6608,0653,appreciating
6610,0652,persuading
6611,0652,requesting
6612,0651,summarizing
6613,0651,informing
6615,0650,expressing opinions
6616,0650,liking and disliking
6617,0649,defining
6618,0649,concluding
6619,0648,liking and disliking
6621,0647,addition and conclusion
6622,0646,classifying
6623,0646,informing
6625,0645,addressing people
6626,0645,cause and effect
6627,0645,warning
6628,0644,asking questions
6629,0643,cause and effect
6631,0642,decribing people and places
6633,0641,comparing
6634,0641,physical quality
6635,0641,maintaining a conversation
6636,0640,expressing time
6637,0639,denying
6638,0639,decribing people and places
6640,0638,asking questions
6641,0638,choosing
6642,0638,comparing
6643,0638,liking and disliking
6644,0637,classifying
6646,0636,cause and effect
6647,0636,expressing surprise
6648,0636,ending a conversation
6649,0635,expressing surprise
6650,0635,complaining
6652,0634,decribing people and places
6653,0633,appreciating
6654,0633,achievement
6655,0632,comparing
6656,0632,asking questions
6658,0631,choosing
6659,0631,ordering food
6660,0630,comparing
6661,0630,disagreeing
6662,0630,physical quality
6664,0629,anger and annoyance
6665,0629,ending a conversation
6667,0628,persuading
6668,0628,suggesting
6669,0627,classifying
6670,0627,concluding
6671,0627,decribing people and places
6672,0626,choosing
6673,0626,expressing opinions
6674,0626,expressing purpose
6675,0625,addressing people
6676,0625,comparing
6677,0625,greetings
6678,0624,expressing time
6679,0624,suggesting
6681,0623,achievement
6682,0623,appreciating
6683,0623,physical quality
6685,0622,expressing purpose
6686,0621,teaching
6687,0620,complaining
6688,0620,expressing degree
6689,0620,physical quality
6690,0619,complaining
6691,0619,worrying
6692,0618,expressing satisfaction
6695,0617,comparing
6696,0617,informing
6697,0617,summarizing
6698,0616,offering
6700,0615,adjusting a conversation
6701,0615,persuading
6702,0614,cause and effect
6703,0614,worrying
6704,0613,cause and effect
6705,0613,complaining
6706,0613,conceding
6707,0612,adjusting a conversation
6708,0612,physical quality
6709,0611,expressing surprise
6710,0611,physical quality
6711,0611,telling a story
6713,0610,appreciating
6714,0610,disagreeing
6715,0609,greetings
6716,0609,informing
6718,0608,achievement
6719,0608,adjusting a conversation
6720,0608,worrying
6721,0607,comparing
6722,0607,expressing opinions
6723,0606,adjusting a conversation
6724,0605,achievement
6725,0605,asking questions
6726,0605,expressing satisfaction
6727,0604,comparing
6728,0604,giving examples
6730,0603,expressing satisfaction
6731,0603,asking questions
6732,0602,defining
6733,0602,cause and effect
6735,0601,thanking
6736,0600,choosing
6737,0600,asking questions
6738,0599,complaining
6739,0599,decribing people and places
6740,0598,comparing
6741,0598,informing
6742,0597,requesting
6743,0597,thanking
6745,0596,expressing surprise
6746,0595,warning
6749,0594,informing
6750,0594,defining
6751,0593,asking questions
6752,0592,asking questions
6753,0591,comparing
6754,0591,introductions
6755,0590,expressing satisfaction
6756,0590,liking and disliking
6758,0589,addressing people
6759,0589,greetings
6760,0589,introductions
6761,0588,pronunciation
6762,0588,teaching
6764,0587,choosing
6765,0587,informing
6766,0587,planning
6767,0586,questions
6768,0586,choosing
6769,0586,ordering food
6770,0585,anger and annoyance
6771,0585,concluding
6772,0585,ending a conversation
6773,0584,physical quality
6774,0583,informing
6775,0583,purpose
6777,0582,adjusting a conversation
6778,0582,asking questions
6779,0582,teaching
6780,0581,complaining
6782,0580,addressing people
6783,0580,conceding
6784,0580,persuading
6785,0579,disagreeing
6786,0579,liking and disliking
6787,0578,expressing opinions
6788,0578,expressing surprise
6789,0577,choosing
6790,0577,ordering food
6792,0576,asking questions
6794,0575,informing
6795,0574,expressing disappointment
6796,0574,expressing time
6798,0573,cause and effect
6799,0573,choosing
6800,0572,expressing purpose
6801,0572,expressing time
6802,0571,telling a story
6803,0571,concluding
6804,0570,addressing people
6805,0570,adjusting a conversation
6806,0570,persuading
6807,0569,complaining
6810,0567,choosing
6811,0567,quantifying
6812,0566,appreciating
6813,0566,expressing surprise
6815,0565,expressing purpose
6816,0565,promising
6817,0564,addressing people
6818,0563,initiating a conversation
6819,0563,summarizing
6820,0562,telling a story
6822,0561,questions
6823,0561,decribing people and places
6825,0560,addressing people
6826,0560,apologizing
6827,0560,introductions
6828,0560,greetings
6829,0559,comparing
6830,0559,expressing opinions
6832,0558,expressing purpose
6833,0558,planning
6834,0557,concluding
6835,0557,decribing people and places
6836,0556,adjusting a conversation
6837,0556,requesting
6838,0555,comparing
6839,0555,giving examples
6840,0555,informing
6842,0554,questions
6843,0554,suggesting
6844,0553,telling a story
6845,0552,addressing people
6846,0552,requesting
6848,0551,cause and effect
6849,0551,expressing opinions
6851,0550,suggesting
6852,0550,physical quality
6853,0549,quantifying
6854,0548,cause and effect
6855,0548,warning
6856,0548,expressing opinions
6858,0547,asking questions
6859,0547,choosing
6860,0546,complaining
6861,0546,worrying
6862,0545,expressing opinions
6863,0545,liking and disliking
6864,0544,apologizing
6865,0544,farewells
6866,0543,liking and disliking
6867,0543,disagreeing
6869,0542,cause and effect
6870,0542,summarizing
6871,0541,cause and effect
6872,0541,expressing purpose
6873,0541,persuading
6875,0540,expressing surprise
6876,0540,physical quality
6877,0539,cause and effect
6878,0539,expressing purpose
6879,0539,physical quality
6880,0538,cause and effect
6881,0538,complaining
6882,0537,cause and effect
6883,0537,informing
6884,0536,requesting
6885,0536,thanking
6886,0535,comparing
6887,0535,expressing opinions
6888,0535,classifying
6889,0534,persuading
6890,0533,choosing
6891,0533,expressing purpose
6892,0532,asking questions
6893,0532,giving examples
6895,0531,anger and annoyance
6896,0531,certainty
6897,0531,cause and effect
6898,0530,expressing disappointment
6899,0529,adjusting a conversation
6900,0529,anger and annoyance
6901,0529,introductions
6902,0528,asking questions
6903,0528,explaining
6904,0528,choosing
6905,0528,summarizing
6908,0525,requesting
6911,0522,expressing opinions
6915,0518,asking questions
6916,0518,explaining
6917,0518,giving advice
6918,0518,cause and effect
6919,0518,comparing
6920,0517,asking questions
6921,0517,shopping
6925,0513,asking questions
6926,0513,directions
6927,0512,classifying
6928,0512,decribing people and places
6929,0512,cause and effect
6931,0510,expressing feeling
6932,0510,expressing opinions
6933,0509,anger and annoyance
6934,0508,expressing disappointment
6935,0508,worrying
6936,0507,choosing
6939,0504,asking questions
6940,0504,explaining
6941,0504,summarizing
6944,0501,asking questions
6945,0501,complaining
6946,0500,expressing feeling
6947,0500,describing places
6948,0499,cause and effect
6949,0498,describing feelings
6950,0498,expressing opinions
6952,0496,expressing opinions
6953,0496,disagreeing
6954,0496,correcting
6955,0495,asking questions
6956,0495,explaining
6958,0493,informing
6959,0493,greetings
6961,0491,comparing
6962,0490,addressing people
6963,0489,asking questions
6964,0489,expressing opinions
6965,0489,expressing disagreement
6967,0487,requesting
6968,0486,expressing anger
6969,0486,blaming
6971,0484,singing
6972,0484,studying
6975,0481,informing
6976,0481,describing
6979,0478,addressing people
6981,0476,asking questions
6982,0476,expressing opinions
6983,0476,expressing disagreement
6984,0476,describing
6995,0465,giving advice
6996,0465,asking questions
6998,0464,expressing opinions
6999,0464,discussing
7000,0462,expressing opinions
7001,0462,describing problems
7002,0460,ending a conversation
7003,0461,addition and conclusion
7004,0459,expressing purpose
7005,0459,giving commands
7006,0458,greetings
7007,0458,informing
7008,0456,expressing opinions
7009,0456,initiating a conversation
7011,0455,addressing people
7012,0455,warning
7013,0453,giving examples
7014,0454,expressing opinions
7015,0454,describing
7024,0444,thanking
7025,0444,addressing people
7026,0442,expressing doubt
7027,0442,expressing anger
7029,0441,decribing people and places
7030,0441,telling a story
7032,0440,describing
7033,0438,achievement
7034,0438,appreciating
7035,0438,expressing satisfaction
7039,0434,addressing people
7040,0434,asking questions
7042,0433,requesting
7043,0433,describing
7046,0428,choosing
7047,0429,describing
7048,0427,expressing opinions
7049,0427,expressing feeling
7052,0424,quantifying
7053,0424,achievement
7054,0424,comparing
7057,0422,describing
7058,0422,asking questions
7060,0419,describing
7061,0419,asking questions
7065,0414,describing feelings
7066,0414,giving advice
7070,0412,describing
7071,0412,asking questions
7075,0408,telling
7076,0408,expressing dislike
7077,0406,warning
7078,0406,thanking
7079,0406,informing
7085,0401,describing
7088,0398,describing
7094,0390,expressing feeling
7095,0390,expressing doubt
7096,0391,asking questions
7097,0391,describing
7098,0391,expressing surprise
7102,0387,asking questions
7103,0387,complaining
7105,0383,declining
7106,0383,ordering food
7107,0383,choosing
7110,0381,appreciating
7111,0379,describing
7112,0379,giving directions
7113,0380,describing
7114,0380,expressing dislike
7116,0376,asking questions
7117,0376,answering questions
7118,0376,thanking
7120,0375,yòu_ _V
7121,0375,V_ _hǎo
7122,0375,yào_ _V
7123,0375,choosing
7124,0375,complaining
7125,0374,yǐ…_wèi…
7126,0372,asking questions
7127,0372,describing actions
7128,0373,asking questions
7129,0373,describing
7130,0371,describing
7131,0371,asking for directions
7132,0369,describing feelings
7133,0369,expressing surprise
7136,0367,hái
7137,0367,nàme…
7138,0367,le2
7139,0365,introductions
7140,0365,achievement
7142,0364,…háishi…?
7143,0364,zěnme…?
7144,0364,xiǎng_ _V
7145,0364,choosing
7146,0364,ordering food
7147,0364,cooking
7149,0362,yīzhí_VS_yīxiàng
7150,0362,jì…_yě
7151,0362,yòu…
7152,0362,dàodǐ
7153,0362,informing
7154,0362,summarizing
7155,0362,cause and effect
7156,0363,expressing opinions
7157,0363,worrying
7158,0363,expressing disagreement
7163,0357,kěyǐ_ _V
7164,0357,yào_ _V
7165,0357,duōshǎo
7166,0355,yuánlái
7167,0355,yú
7171,0352,asking questions
7172,0352,expressing displeasure
7174,0349,yòu_ _V
7175,0349,V_ _wán
7176,0349,Measure_Words_2
7177,0348,dealing with praise
7179,0346,asking questions
7180,0347,asking questions
7181,0347,explaining
7185,0341,describing
7186,0342,disagreeing
7188,0338,making requests
7189,0339,discussing
7190,0336,describing feelings
7192,0335,counting
7193,0335,describing
7195,0334,asking questions
7196,0334,describing
7197,0332,dāngzhōng
7198,0332,yóu_ _Person_ _V
7199,0332,…ér_yán
7200,0330,zài…_Place
7201,0330,gěi
7202,0330,bù_ _V
7203,0330,Adj
7204,0330,choosing
7205,0330,suggesting
7206,0330,greetings
7208,0330,ordering food
7209,0331,teaching
7210,0331,discussing
7211,0329,possession
7212,0329,asking questions
7213,0327,anger and annoyance
7214,0327,apologizing
7215,0327,expressing opinions
7217,0326,le_(1)
7218,0326,...shì…
7219,0326,hé
7220,0326,gēn
7221,0324,V1_ _zhe_ _V2
7222,0324,zhu
7223,0324,V_ _
7224,0324,jiǎnzhí
7225,0324,anger and annoyance
7226,0324,expressing opinions
7227,0324,complaining
7228,0325,liking and disliking
7229,0325,describing
7230,0323,requesting
7231,0320,bùdàn…_érqiě…
7232,0320,yào_ _V
7233,0320,V_ _bù_ V?
7234,0321,describing
7236,0317,time
7238,0316,offering
7239,0316,requesting
7240,0316,choosing
7242,0315,asking questions
7243,0315,explaining
7244,0313,yào_ _V
7245,0313,bù_ _V|Adj
7246,0313,...ne?
7247,0313,addressing people
7248,0313,worrying
7250,0312,asking questions
7251,0312,explaining
7254,0308,greetings
7255,0308,apologizing
7258,0305,zài…_Place
7259,0305,yào_ _V
7260,0305,le1
7261,0306,explaining
7262,0304,suggesting
7263,0304,asking questions
7264,0302,bǐjiào_ _Adj
7265,0302,zuì_ _Adj
7266,0302,N1_ _bǐ_ _N2_ _Adj
7267,0302,decribing people and places
7268,0302,suggesting
7269,0302,worrying
7270,0303,asking questions
7271,0303,describing
7272,0301,addressing people
7273,0299,...ba
7274,0299,zěnme...?
7275,0299,le1
7277,0298,duì_ _N_ _lái_shuō
7278,0296,requesting
7279,0296,asking questions
7280,0296,expressing purpose
7281,0297,comparing
7282,0297,expressing dislike
7283,0295,describing feelings
7284,0295,explaining problems
7285,0293,ordering food
7286,0293,awkward situations
7287,0294,making requests
7291,0289,jiùsuàn
7292,0289,appreciating
7293,0289,asking questions
7294,0287,Dates
7295,0287,cái
7296,0287,N_ _hěn_ _Adj
7297,0288,describing
7299,0284,nàme...
7300,0284,ba_ _N_ _V
7301,0284,V_ _hǎo
7302,0285,describing
7303,0283,time
7304,0283,comparing
7305,0283,expressing feeling
7306,0281,choosing
7307,0281,addressing people
7309,0280,Adj_ _le_yīdiǎn(r)
7310,0280,teaching
7311,0280,informing
7312,0280,summarizing
7313,0279,expressing dislike
7314,0279,explaining
7315,0278,asking questions
7316,0278,giving advice
7317,0277,asking questions
7318,0277,choosing
7319,0276,comparing
7320,0276,expressing dislike
7322,0274,hěn_ _Adj
7323,0274,N_ _
7324,0274,zhēn_ _Adj
7325,0274,Measure_Words_1
7329,0269,cái
7330,0269,yào_ _V
7331,0270,explaining
7332,0270,asking questions
7333,0270,expressing doubt
7334,0268,addressing people
7335,0268,spatial relationships
7336,0268,asking questions
7337,0266,describing feelings
7338,0266,expressing concern
7339,0266,giving advice
7340,0267,expressing opinions
7341,0267,expressing disagreement
7342,0265,dealing with praise
7343,0265,expressing feeling
7347,0260,wúlùn…_dōu…
7348,0260,yuánlái
7349,0260,bùrú…
7350,0261,expressing opinions
7351,0261,describing
7355,0256,dàodǐ
7356,0254,V_ _de|bù
7357,0254,V_ _zhe
7358,0254,possession
7359,0254,worrying
7361,0253,teaching
7362,0253,greetings
7363,0251,děng(děng)
7364,0251,ér
7366,0250,hái
7367,0250,V_ _hǎo
7368,0250,le1
7369,0250,asking permission
7371,0249,asking questions
7372,0249,expressing opinions
7374,0247,liking and disliking
7375,0245,Adj_ _si_le
7376,0245,V_ _de|bù
7377,0245,anger and annoyance
7378,0245,complaining
7379,0245,requesting
7381,0244,kě
7382,0244,jiùsuàn
7383,0244,expressing disappointment
7384,0244,cause and effect
7385,0242,describing problems
7386,0242,expressing purpose
7387,0243,expressing surprise
7388,0243,discussing
7389,0241,Adj_ _yīdiǎn(r)
7390,0241,tài_ _Adj
7391,0239,asking questions
7393,0239,defining
7394,0239,teaching
7395,0240,describing
7396,0238,V
7397,0238,Adj_ _de…
7398,0236,time
7399,0236,numbers
7400,0236,ordering food
7402,0235,expressing purpose
7403,0233,kě
7404,0233,jiùshì
7405,0233,persuading
7406,0234,asking questions
7407,0234,explaining
7408,0234,expressing disappointment
7409,0232,V_ _cuò
7410,0232,yīnggāi_ _V|Adj
7411,0232,correcting
7412,0231,asking questions
7413,0231,explaining
7414,0231,expressing disappointment
7415,0230,discussing
7416,0230,expressing interests
7417,0230,ordering food
7418,0229,describing feelings
7419,0229,asking questions
7422,0226,helping
7423,0226,greetings
7424,0224,dào_ _V
7425,0224,jiùshì
7426,0224,dàodǐ
7427,0225,describing
7428,0225,demonstrating
7429,0223,Question_Pronouns
7430,0223,N1_de_(N2)
7431,0223,...shì...
7432,0223,greetings
7433,0223,asking questions
7434,0221,liking and disliking
7435,0222,asking questions
7436,0222,discussing
7437,0220,xiān..._zài...
7438,0220,jiùshì
7439,0220,teaching
7440,0218,initiating a conversation
7441,0218,answering questions
7442,0218,asking questions
7444,0217,kěyǐ_ _V
7445,0217,yīxiē
7446,0217,...ma?
7447,0217,ordering food
7448,0217,requesting
7450,0216,expressing disgust
7451,0216,explaining
7452,0214,apologizing
7453,0212,describing
7454,0212,explaining
7455,0213,refusing
7456,0213,shopping
7457,0213,selling
7459,0209,expressing opinions
7460,0209,shopping
7461,0210,giving advice
7462,0208,yě
7463,0208,N_ _ne?
7464,0208,...ma?
7465,0206,lìngwài
7466,0206,zǒngzhì_VS_lǎoshì
7467,0206,teaching
7468,0206,comparing
7469,0207,describing
7471,0203,hái
7472,0203,informing
7473,0203,asking questions
7474,0204,expressing enthusiasm
7475,0204,describing
7476,0202,hái
7478,0201,asking questions
7479,0201,expressing opinions
7480,0199,yú
7481,0199,zhīsuǒyǐ..._shì_yīnwèi
7482,0199,classifying
7483,0199,expressing opinions
7484,0198,expressing doubt
7485,0198,arguing
7488,0194,hái
7489,0194,V_V
7490,0194,V_ _de|bù
7491,0195,describing
7492,0195,explaining
7493,0192,yě
7494,0192,N_ _ne?
7495,0192,...ma?
7497,0192,asking questions
7498,0193,expressing doubt
7499,0191,asking questions
7500,0191,shopping
7501,0190,discussing
7502,0189,shopping
7503,0189,asking price
7504,0188,shopping
7505,0188,choosing
7506,0186,asking questions
7507,0186,leaving
7508,0187,expressing doubt
7509,0187,asking questions
7510,0187,explaining_views
7511,0184,expressing purpose
7512,0184,asking price
7513,0185,describing
7514,0183,néng_VS_huì_VS_kěyǐ
7515,0183,...ma?
7516,0183,asking questions
7517,0181,dàodǐ
7518,0181,jiùsuàn
7519,0181,requesting
7520,0181,complaining
7522,0180,asking permission
7524,0178,_(yī)biān_ _V
7525,0178,(yī)biān_ _V
7526,0178,Time_Words
7529,0176,yīxiē
7530,0176,N1_ _bǐ_ _N2_ _Adj
7532,0176,comparing
7533,0175,ordering food
7534,0174,ba_ _N_ _V
7535,0174,V_ _de|bù
7536,0174,suggesting
7538,0174,planning
7540,0172,asking questions
7541,0172,requesting
7542,0171,V_ _kāi
7543,0171,teaching
7544,0170,expressing feeling
7545,0170,asking questions
7546,0169,zài_ _V
7547,0169,hái
7549,0167,Time_Words
7550,0167,xiǎng_ _V
7551,0167,N_ _hěn_ _Adj
7552,0167,suggesting
7553,0167,complaining
7554,0166,complaining
7555,0166,disagreeing
7557,0166,bié_ _V_ _le
7558,0166,bù
7559,0165,apologizing
7560,0164,zhēn_ _Adj
7561,0164,yě
7562,0164,Pronouns
7563,0163,asking for directions
7565,0161,...ba
7566,0161,xiǎng_ _V
7567,0161,duōshǎo
7568,0161,comparing
7569,0161,expressing degree
7570,0160,N1_ _xiàng_ _N2_ _nàme
7571,0160,jiǎnzhí
7572,0160,...ne?
7573,0159,liking and disliking
7574,0158,V_ _de_ _Adj
7575,0158,V_ _de|bù
7577,0156,describing places
7578,0156,explaining
7580,0154,V_ _bìng_ _V
7581,0154,V_ _dào|jiàn
7582,0154,expressing time
7583,0154,offering
7584,0154,thanking
7585,0153,Question_Pronouns
7586,0153,tài_ _Adj
7587,0153,...ma?
7588,0153,liking and disliking
7593,0148,describing
7594,0147,greetings
7596,0146,yǒu...
7597,0146,xiǎng_ _V
7598,0145,conditionality
7600,0145,warning
7602,0143,Question_Pronouns
7603,0143,N1_de_(N2)
